borough,major_category,num_crime,year,month
Hillingdon,Robbery,55,2013,3
Hillingdon,Sexual Offences,0,2013,3
Hillingdon,Theft and Handling,725,2013,3
Hillingdon,Violence Against the Person,406,2013,3
Hillingdon,Burglary,245,2013,4
Hillingdon,Criminal Damage,190,2013,4
Hillingdon,Drugs,50,2013,4
Hillingdon,Fraud or Forgery,0,2013,4
Hillingdon,Other Notifiable Offences,40,2013,4
Hillingdon,Robbery,62,2013,4
Hillingdon,Sexual Offences,0,2013,4
Hillingdon,Theft and Handling,660,2013,4
Hillingdon,Violence Against the Person,389,2013,4
Hillingdon,Burglary,227,2013,5
Hillingdon,Criminal Damage,181,2013,5
Hillingdon,Drugs,93,2013,5
Hillingdon,Fraud or Forgery,0,2013,5
Hillingdon,Other Notifiable Offences,55,2013,5
Hillingdon,Robbery,42,2013,5
Hillingdon,Sexual Offences,0,2013,5
Hillingdon,Theft and Handling,717,2013,5
Hillingdon,Violence Against the Person,405,2013,5
Hillingdon,Burglary,221,2013,6
Hillingdon,Criminal Damage,195,2013,6
Hillingdon,Drugs,87,2013,6
Hillingdon,Fraud or Forgery,0,2013,6
Hillingdon,Other Notifiable Offences,56,2013,6
Hillingdon,Robbery,34,2013,6
Hillingdon,Sexual Offences,0,2013,6
Hillingdon,Theft and Handling,623,2013,6
Hillingdon,Violence Against the Person,417,2013,6
Hillingdon,Burglary,202,2013,7
Hillingdon,Criminal Damage,194,2013,7
Hillingdon,Drugs,67,2013,7
Hillingdon,Fraud or Forgery,0,2013,7
Hillingdon,Other Notifiable Offences,63,2013,7
Hillingdon,Robbery,43,2013,7
Hillingdon,Sexual Offences,0,2013,7
Hillingdon,Theft and Handling,711,2013,7
Hillingdon,Violence Against the Person,473,2013,7
Hillingdon,Burglary,175,2013,8
Hillingdon,Criminal Damage,185,2013,8
Hillingdon,Drugs,71,2013,8
Hillingdon,Fraud or Forgery,0,2013,8
Hillingdon,Other Notifiable Offences,51,2013,8
Hillingdon,Robbery,40,2013,8
Hillingdon,Sexual Offences,0,2013,8
Hillingdon,Theft and Handling,668,2013,8
Hillingdon,Violence Against the Person,389,2013,8
Hillingdon,Burglary,203,2013,9
Hillingdon,Criminal Damage,164,2013,9
Hillingdon,Drugs,47,2013,9
Hillingdon,Fraud or Forgery,0,2013,9
Hillingdon,Other Notifiable Offences,38,2013,9
Hillingdon,Robbery,32,2013,9
Hillingdon,Sexual Offences,0,2013,9
Hillingdon,Theft and Handling,645,2013,9
Hillingdon,Violence Against the Person,446,2013,9
Hillingdon,Burglary,271,2013,10
Hillingdon,Criminal Damage,191,2013,10
Hillingdon,Drugs,214,2013,10
Hillingdon,Fraud or Forgery,0,2013,10
Hillingdon,Other Notifiable Offences,34,2013,10
Hillingdon,Robbery,46,2013,10
Hillingdon,Sexual Offences,0,2013,10
Hillingdon,Theft and Handling,766,2013,10
Hillingdon,Violence Against the Person,453,2013,10
Hillingdon,Burglary,309,2013,11
Hillingdon,Criminal Damage,175,2013,11
Hillingdon,Drugs,98,2013,11
Hillingdon,Fraud or Forgery,0,2013,11
Hillingdon,Other Notifiable Offences,29,2013,11
Hillingdon,Robbery,47,2013,11
Hillingdon,Sexual Offences,0,2013,11
Hillingdon,Theft and Handling,684,2013,11
Hillingdon,Violence Against the Person,404,2013,11
Hillingdon,Burglary,243,2013,12
Hillingdon,Criminal Damage,152,2013,12
Hillingdon,Drugs,59,2013,12
Hillingdon,Fraud or Forgery,0,2013,12
Hillingdon,Other Notifiable Offences,35,2013,12
Hillingdon,Robbery,30,2013,12
Hillingdon,Sexual Offences,0,2013,12
Hillingdon,Theft and Handling,606,2013,12
Hillingdon,Violence Against the Person,409,2013,12
Hillingdon,Burglary,270,2014,1
Hillingdon,Criminal Damage,185,2014,1
Hillingdon,Drugs,73,2014,1
Hillingdon,Fraud or Forgery,0,2014,1
Hillingdon,Other Notifiable Offences,35,2014,1
Hillingdon,Robbery,41,2014,1
Hillingdon,Sexual Offences,0,2014,1
Hillingdon,Theft and Handling,671,2014,1
Hillingdon,Violence Against the Person,441,2014,1
Hillingdon,Burglary,263,2014,2
Hillingdon,Criminal Damage,182,2014,2
Hillingdon,Drugs,71,2014,2
Hillingdon,Fraud or Forgery,0,2014,2
Hillingdon,Other Notifiable Offences,30,2014,2
Hillingdon,Robbery,29,2014,2
Hillingdon,Sexual Offences,0,2014,2
Hillingdon,Theft and Handling,621,2014,2
Hillingdon,Violence Against the Person,411,2014,2
Hillingdon,Burglary,210,2014,3
Hillingdon,Criminal Damage,210,2014,3
Hillingdon,Drugs,94,2014,3
Hillingdon,Fraud or Forgery,0,2014,3
Hillingdon,Other Notifiable Offences,88,2014,3
Hillingdon,Robbery,46,2014,3
Hillingdon,Sexual Offences,0,2014,3
Hillingdon,Theft and Handling,795,2014,3
Hillingdon,Violence Against the Person,542,2014,3
Hillingdon,Burglary,200,2014,4
Hillingdon,Criminal Damage,203,2014,4
Hillingdon,Drugs,79,2014,4
Hillingdon,Fraud or Forgery,0,2014,4
Hillingdon,Other Notifiable Offences,82,2014,4
Hillingdon,Robbery,57,2014,4
Hillingdon,Sexual Offences,0,2014,4
Hillingdon,Theft and Handling,753,2014,4
Hillingdon,Violence Against the Person,515,2014,4
Hillingdon,Burglary,205,2014,5
Hillingdon,Criminal Damage,208,2014,5
Hillingdon,Drugs,95,2014,5
Hillingdon,Fraud or Forgery,0,2014,5
Hillingdon,Other Notifiable Offences,76,2014,5
Hillingdon,Robbery,51,2014,5
Hillingdon,Sexual Offences,0,2014,5
Hillingdon,Theft and Handling,739,2014,5
Hillingdon,Violence Against the Person,634,2014,5
Hillingdon,Burglary,173,2014,6
Hillingdon,Criminal Damage,215,2014,6
Hillingdon,Drugs,70,2014,6
Hillingdon,Fraud or Forgery,0,2014,6
Hillingdon,Other Notifiable Offences,57,2014,6
Hillingdon,Robbery,38,2014,6
Hillingdon,Sexual Offences,0,2014,6
Hillingdon,Theft and Handling,844,2014,6
Hillingdon,Violence Against the Person,613,2014,6
Hillingdon,Burglary,152,2014,7
Hillingdon,Criminal Damage,210,2014,7
Hillingdon,Drugs,82,2014,7
Hillingdon,Fraud or Forgery,0,2014,7
Hillingdon,Other Notifiable Offences,114,2014,7
Hillingdon,Robbery,48,2014,7
Hillingdon,Sexual Offences,0,2014,7
Hillingdon,Theft and Handling,778,2014,7
Hillingdon,Violence Against the Person,705,2014,7
Hillingdon,Burglary,207,2014,8
Hillingdon,Criminal Damage,181,2014,8
Hillingdon,Drugs,79,2014,8
Hillingdon,Fraud or Forgery,0,2014,8
Hillingdon,Other Notifiable Offences,110,2014,8
Hillingdon,Robbery,40,2014,8
Hillingdon,Sexual Offences,0,2014,8
Hillingdon,Theft and Handling,696,2014,8
Hillingdon,Violence Against the Person,577,2014,8
Hillingdon,Burglary,170,2014,9
Hillingdon,Criminal Damage,196,2014,9
Hillingdon,Drugs,62,2014,9
Hillingdon,Fraud or Forgery,0,2014,9
Hillingdon,Other Notifiable Offences,93,2014,9
Hillingdon,Robbery,42,2014,9
Hillingdon,Sexual Offences,0,2014,9
Hillingdon,Theft and Handling,689,2014,9
Hillingdon,Violence Against the Person,627,2014,9
Hillingdon,Burglary,298,2014,10
Hillingdon,Criminal Damage,227,2014,10
Hillingdon,Drugs,72,2014,10
Hillingdon,Fraud or Forgery,0,2014,10
Hillingdon,Other Notifiable Offences,58,2014,10
Hillingdon,Robbery,27,2014,10
Hillingdon,Sexual Offences,0,2014,10
Hillingdon,Theft and Handling,809,2014,10
Hillingdon,Violence Against the Person,599,2014,10
Hillingdon,Burglary,319,2014,11
Hillingdon,Criminal Damage,232,2014,11
Hillingdon,Drugs,94,2014,11
Hillingdon,Fraud or Forgery,0,2014,11
Hillingdon,Other Notifiable Offences,82,2014,11
Hillingdon,Robbery,41,2014,11
Hillingdon,Sexual Offences,0,2014,11
Hillingdon,Theft and Handling,739,2014,11
Hillingdon,Violence Against the Person,592,2014,11
Hillingdon,Burglary,214,2014,12
Hillingdon,Criminal Damage,174,2014,12
Hillingdon,Drugs,53,2014,12
Hillingdon,Fraud or Forgery,0,2014,12
Hillingdon,Other Notifiable Offences,66,2014,12
Hillingdon,Robbery,43,2014,12
Hillingdon,Sexual Offences,0,2014,12
Hillingdon,Theft and Handling,725,2014,12
Hillingdon,Violence Against the Person,591,2014,12
Hillingdon,Burglary,242,2015,1
Hillingdon,Criminal Damage,151,2015,1
Hillingdon,Drugs,78,2015,1
Hillingdon,Fraud or Forgery,0,2015,1
Hillingdon,Other Notifiable Offences,72,2015,1
Hillingdon,Robbery,29,2015,1
Hillingdon,Sexual Offences,0,2015,1
Hillingdon,Theft and Handling,729,2015,1
Hillingdon,Violence Against the Person,580,2015,1
Hillingdon,Burglary,200,2015,2
Hillingdon,Criminal Damage,150,2015,2
Hillingdon,Drugs,116,2015,2
Hillingdon,Fraud or Forgery,0,2015,2
Hillingdon,Other Notifiable Offences,77,2015,2
Hillingdon,Robbery,27,2015,2
Hillingdon,Sexual Offences,0,2015,2
Hillingdon,Theft and Handling,699,2015,2
Hillingdon,Violence Against the Person,563,2015,2
Hillingdon,Burglary,204,2015,3
Hillingdon,Criminal Damage,207,2015,3
Hillingdon,Drugs,121,2015,3
Hillingdon,Fraud or Forgery,0,2015,3
Hillingdon,Other Notifiable Offences,76,2015,3
Hillingdon,Robbery,34,2015,3
Hillingdon,Sexual Offences,0,2015,3
Hillingdon,Theft and Handling,760,2015,3
Hillingdon,Violence Against the Person,553,2015,3
Hillingdon,Burglary,165,2015,4
Hillingdon,Criminal Damage,200,2015,4
Hillingdon,Drugs,76,2015,4
Hillingdon,Fraud or Forgery,0,2015,4
Hillingdon,Other Notifiable Offences,75,2015,4
Hillingdon,Robbery,20,2015,4
Hillingdon,Sexual Offences,0,2015,4
Hillingdon,Theft and Handling,711,2015,4
Hillingdon,Violence Against the Person,558,2015,4
Hillingdon,Burglary,157,2015,5
Hillingdon,Criminal Damage,192,2015,5
Hillingdon,Drugs,73,2015,5
Hillingdon,Fraud or Forgery,0,2015,5
Hillingdon,Other Notifiable Offences,94,2015,5
Hillingdon,Robbery,23,2015,5
Hillingdon,Sexual Offences,0,2015,5
Hillingdon,Theft and Handling,763,2015,5
Hillingdon,Violence Against the Person,681,2015,5
Hillingdon,Burglary,168,2015,6
Hillingdon,Criminal Damage,207,2015,6
Hillingdon,Drugs,87,2015,6
Hillingdon,Fraud or Forgery,0,2015,6
Hillingdon,Other Notifiable Offences,111,2015,6
Hillingdon,Robbery,22,2015,6
Hillingdon,Sexual Offences,0,2015,6
Hillingdon,Theft and Handling,752,2015,6
Hillingdon,Violence Against the Person,702,2015,6
Hillingdon,Burglary,161,2015,7
Hillingdon,Criminal Damage,207,2015,7
Hillingdon,Drugs,93,2015,7
Hillingdon,Fraud or Forgery,0,2015,7
Hillingdon,Other Notifiable Offences,80,2015,7
Hillingdon,Robbery,18,2015,7
Hillingdon,Sexual Offences,0,2015,7
Hillingdon,Theft and Handling,727,2015,7
Hillingdon,Violence Against the Person,628,2015,7
Hillingdon,Burglary,171,2015,8
Hillingdon,Criminal Damage,176,2015,8
Hillingdon,Drugs,89,2015,8
Hillingdon,Fraud or Forgery,0,2015,8
Hillingdon,Other Notifiable Offences,90,2015,8
Hillingdon,Robbery,26,2015,8
Hillingdon,Sexual Offences,0,2015,8
Hillingdon,Theft and Handling,628,2015,8
Hillingdon,Violence Against the Person,633,2015,8
Hillingdon,Burglary,177,2015,9
Hillingdon,Criminal Damage,173,2015,9
Hillingdon,Drugs,106,2015,9
Hillingdon,Fraud or Forgery,0,2015,9
Hillingdon,Other Notifiable Offences,69,2015,9
Hillingdon,Robbery,30,2015,9
Hillingdon,Sexual Offences,0,2015,9
Hillingdon,Theft and Handling,723,2015,9
Hillingdon,Violence Against the Person,613,2015,9
Hillingdon,Burglary,176,2015,10
Hillingdon,Criminal Damage,189,2015,10
Hillingdon,Drugs,114,2015,10
Hillingdon,Fraud or Forgery,0,2015,10
Hillingdon,Other Notifiable Offences,92,2015,10
Hillingdon,Robbery,28,2015,10
Hillingdon,Sexual Offences,0,2015,10
Hillingdon,Theft and Handling,804,2015,10
Hillingdon,Violence Against the Person,678,2015,10
Hillingdon,Burglary,192,2015,11
Hillingdon,Criminal Damage,237,2015,11
Hillingdon,Drugs,85,2015,11
Hillingdon,Fraud or Forgery,0,2015,11
Hillingdon,Other Notifiable Offences,81,2015,11
Hillingdon,Robbery,35,2015,11
Hillingdon,Sexual Offences,0,2015,11
Hillingdon,Theft and Handling,768,2015,11
Hillingdon,Violence Against the Person,612,2015,11
Hillingdon,Burglary,203,2015,12
Hillingdon,Criminal Damage,224,2015,12
Hillingdon,Drugs,65,2015,12
Hillingdon,Fraud or Forgery,0,2015,12
Hillingdon,Other Notifiable Offences,91,2015,12
Hillingdon,Robbery,30,2015,12
Hillingdon,Sexual Offences,0,2015,12
Hillingdon,Theft and Handling,758,2015,12
Hillingdon,Violence Against the Person,649,2015,12
Hillingdon,Burglary,193,2016,1
Hillingdon,Criminal Damage,209,2016,1
Hillingdon,Drugs,205,2016,1
Hillingdon,Fraud or Forgery,0,2016,1
Hillingdon,Other Notifiable Offences,96,2016,1
Hillingdon,Robbery,27,2016,1
Hillingdon,Sexual Offences,0,2016,1
Hillingdon,Theft and Handling,656,2016,1
Hillingdon,Violence Against the Person,578,2016,1
Hillingdon,Burglary,208,2016,2
Hillingdon,Criminal Damage,188,2016,2
Hillingdon,Drugs,97,2016,2
Hillingdon,Fraud or Forgery,0,2016,2
Hillingdon,Other Notifiable Offences,87,2016,2
Hillingdon,Robbery,30,2016,2
Hillingdon,Sexual Offences,0,2016,2
Hillingdon,Theft and Handling,659,2016,2
Hillingdon,Violence Against the Person,635,2016,2
Hillingdon,Burglary,163,2016,3
Hillingdon,Criminal Damage,171,2016,3
Hillingdon,Drugs,71,2016,3
Hillingdon,Fraud or Forgery,0,2016,3
Hillingdon,Other Notifiable Offences,79,2016,3
Hillingdon,Robbery,35,2016,3
Hillingdon,Sexual Offences,0,2016,3
Hillingdon,Theft and Handling,724,2016,3
Hillingdon,Violence Against the Person,608,2016,3
Hillingdon,Burglary,142,2016,4
Hillingdon,Criminal Damage,196,2016,4
Hillingdon,Drugs,59,2016,4
Hillingdon,Fraud or Forgery,0,2016,4
Hillingdon,Other Notifiable Offences,111,2016,4
Hillingdon,Robbery,27,2016,4
Hillingdon,Sexual Offences,0,2016,4
Hillingdon,Theft and Handling,646,2016,4
Hillingdon,Violence Against the Person,611,2016,4
Hillingdon,Burglary,196,2016,5
Hillingdon,Criminal Damage,282,2016,5
Hillingdon,Drugs,82,2016,5
Hillingdon,Fraud or Forgery,0,2016,5
Hillingdon,Other Notifiable Offences,129,2016,5
Hillingdon,Robbery,19,2016,5
Hillingdon,Sexual Offences,0,2016,5
Hillingdon,Theft and Handling,792,2016,5
Hillingdon,Violence Against the Person,738,2016,5
Hillingdon,Burglary,131,2016,6
Hillingdon,Criminal Damage,188,2016,6
Hillingdon,Drugs,73,2016,6
Hillingdon,Fraud or Forgery,0,2016,6
Hillingdon,Other Notifiable Offences,133,2016,6
Hillingdon,Robbery,25,2016,6
Hillingdon,Sexual Offences,0,2016,6
Hillingdon,Theft and Handling,756,2016,6
Hillingdon,Violence Against the Person,701,2016,6
Hillingdon,Burglary,131,2016,7
Hillingdon,Criminal Damage,238,2016,7
Hillingdon,Drugs,81,2016,7
Hillingdon,Fraud or Forgery,0,2016,7
Hillingdon,Other Notifiable Offences,109,2016,7
Hillingdon,Robbery,48,2016,7
Hillingdon,Sexual Offences,0,2016,7
Hillingdon,Theft and Handling,776,2016,7
Hillingdon,Violence Against the Person,751,2016,7
Hillingdon,Burglary,162,2016,8
Hillingdon,Criminal Damage,187,2016,8
Hillingdon,Drugs,64,2016,8
Hillingdon,Fraud or Forgery,0,2016,8
Hillingdon,Other Notifiable Offences,101,2016,8
Hillingdon,Robbery,27,2016,8
Hillingdon,Sexual Offences,0,2016,8
Hillingdon,Theft and Handling,760,2016,8
Hillingdon,Violence Against the Person,677,2016,8
Hillingdon,Burglary,167,2016,9
Hillingdon,Criminal Damage,199,2016,9
Hillingdon,Drugs,63,2016,9
Hillingdon,Fraud or Forgery,0,2016,9
Hillingdon,Other Notifiable Offences,109,2016,9
Hillingdon,Robbery,57,2016,9
Hillingdon,Sexual Offences,0,2016,9
Hillingdon,Theft and Handling,799,2016,9
Hillingdon,Violence Against the Person,660,2016,9
Hillingdon,Burglary,220,2016,10
Hillingdon,Criminal Damage,192,2016,10
Hillingdon,Drugs,73,2016,10
Hillingdon,Fraud or Forgery,0,2016,10
Hillingdon,Other Notifiable Offences,114,2016,10
Hillingdon,Robbery,48,2016,10
Hillingdon,Sexual Offences,0,2016,10
Hillingdon,Theft and Handling,794,2016,10
Hillingdon,Violence Against the Person,671,2016,10
Hillingdon,Burglary,229,2016,11
Hillingdon,Criminal Damage,195,2016,11
Hillingdon,Drugs,76,2016,11
Hillingdon,Fraud or Forgery,0,2016,11
Hillingdon,Other Notifiable Offences,110,2016,11
Hillingdon,Robbery,47,2016,11
Hillingdon,Sexual Offences,0,2016,11
Hillingdon,Theft and Handling,777,2016,11
Hillingdon,Violence Against the Person,573,2016,11
Hillingdon,Burglary,287,2016,12
Hillingdon,Criminal Damage,225,2016,12
Hillingdon,Drugs,98,2016,12
Hillingdon,Fraud or Forgery,0,2016,12
Hillingdon,Other Notifiable Offences,127,2016,12
Hillingdon,Robbery,30,2016,12
Hillingdon,Sexual Offences,0,2016,12
Hillingdon,Theft and Handling,906,2016,12
Hillingdon,Violence Against the Person,627,2016,12
Hounslow,Burglary,245,2008,1
Hounslow,Criminal Damage,237,2008,1
Hounslow,Drugs,136,2008,1
Hounslow,Fraud or Forgery,90,2008,1
Hounslow,Other Notifiable Offences,20,2008,1
Hounslow,Robbery,83,2008,1
Hounslow,Sexual Offences,28,2008,1
Hounslow,Theft and Handling,508,2008,1
Hounslow,Violence Against the Person,412,2008,1
Hounslow,Burglary,208,2008,2
Hounslow,Criminal Damage,266,2008,2
Hounslow,Drugs,170,2008,2
Hounslow,Fraud or Forgery,93,2008,2
Hounslow,Other Notifiable Offences,20,2008,2
Hounslow,Robbery,57,2008,2
Hounslow,Sexual Offences,12,2008,2
Hounslow,Theft and Handling,598,2008,2
Hounslow,Violence Against the Person,380,2008,2
Hounslow,Burglary,204,2008,3
Hounslow,Criminal Damage,256,2008,3
Hounslow,Drugs,132,2008,3
Hounslow,Fraud or Forgery,0,2008,3
Hounslow,Other Notifiable Offences,20,2008,3
Hounslow,Robbery,68,2008,3
Hounslow,Sexual Offences,0,2008,3
Hounslow,Theft and Handling,535,2008,3
Hounslow,Violence Against the Person,409,2008,3
Hounslow,Burglary,191,2008,4
Hounslow,Criminal Damage,249,2008,4
Hounslow,Drugs,111,2008,4
Hounslow,Fraud or Forgery,0,2008,4
Hounslow,Other Notifiable Offences,31,2008,4
Hounslow,Robbery,62,2008,4
Hounslow,Sexual Offences,0,2008,4
Hounslow,Theft and Handling,579,2008,4
Hounslow,Violence Against the Person,390,2008,4
Hounslow,Burglary,179,2008,5
Hounslow,Criminal Damage,254,2008,5
Hounslow,Drugs,234,2008,5
Hounslow,Fraud or Forgery,0,2008,5
Hounslow,Other Notifiable Offences,23,2008,5
Hounslow,Robbery,62,2008,5
Hounslow,Sexual Offences,0,2008,5
Hounslow,Theft and Handling,516,2008,5
Hounslow,Violence Against the Person,427,2008,5
Hounslow,Burglary,184,2008,6
Hounslow,Criminal Damage,283,2008,6
Hounslow,Drugs,189,2008,6
Hounslow,Fraud or Forgery,0,2008,6
Hounslow,Other Notifiable Offences,31,2008,6
Hounslow,Robbery,54,2008,6
Hounslow,Sexual Offences,0,2008,6
Hounslow,Theft and Handling,537,2008,6
Hounslow,Violence Against the Person,483,2008,6
Hounslow,Burglary,171,2008,7
Hounslow,Criminal Damage,262,2008,7
Hounslow,Drugs,142,2008,7
Hounslow,Fraud or Forgery,0,2008,7
Hounslow,Other Notifiable Offences,40,2008,7
Hounslow,Robbery,41,2008,7
Hounslow,Sexual Offences,0,2008,7
Hounslow,Theft and Handling,560,2008,7
Hounslow,Violence Against the Person,497,2008,7
Hounslow,Burglary,206,2008,8
Hounslow,Criminal Damage,271,2008,8
Hounslow,Drugs,158,2008,8
Hounslow,Fraud or Forgery,0,2008,8
Hounslow,Other Notifiable Offences,39,2008,8
Hounslow,Robbery,54,2008,8
Hounslow,Sexual Offences,0,2008,8
Hounslow,Theft and Handling,532,2008,8
Hounslow,Violence Against the Person,418,2008,8
Hounslow,Burglary,192,2008,9
Hounslow,Criminal Damage,245,2008,9
Hounslow,Drugs,199,2008,9
Hounslow,Fraud or Forgery,0,2008,9
Hounslow,Other Notifiable Offences,35,2008,9
Hounslow,Robbery,45,2008,9
Hounslow,Sexual Offences,0,2008,9
Hounslow,Theft and Handling,523,2008,9
Hounslow,Violence Against the Person,442,2008,9
Hounslow,Burglary,225,2008,10
Hounslow,Criminal Damage,247,2008,10
Hounslow,Drugs,143,2008,10
Hounslow,Fraud or Forgery,0,2008,10
Hounslow,Other Notifiable Offences,41,2008,10
Hounslow,Robbery,39,2008,10
Hounslow,Sexual Offences,0,2008,10
Hounslow,Theft and Handling,593,2008,10
Hounslow,Violence Against the Person,396,2008,10
Hounslow,Burglary,197,2008,11
Hounslow,Criminal Damage,227,2008,11
Hounslow,Drugs,179,2008,11
Hounslow,Fraud or Forgery,0,2008,11
Hounslow,Other Notifiable Offences,40,2008,11
Hounslow,Robbery,57,2008,11
Hounslow,Sexual Offences,0,2008,11
Hounslow,Theft and Handling,584,2008,11
Hounslow,Violence Against the Person,415,2008,11
Hounslow,Burglary,209,2008,12
Hounslow,Criminal Damage,206,2008,12
Hounslow,Drugs,144,2008,12
Hounslow,Fraud or Forgery,0,2008,12
Hounslow,Other Notifiable Offences,38,2008,12
Hounslow,Robbery,43,2008,12
Hounslow,Sexual Offences,0,2008,12
Hounslow,Theft and Handling,487,2008,12
Hounslow,Violence Against the Person,366,2008,12
Hounslow,Burglary,232,2009,1
Hounslow,Criminal Damage,198,2009,1
Hounslow,Drugs,165,2009,1
Hounslow,Fraud or Forgery,0,2009,1
Hounslow,Other Notifiable Offences,28,2009,1
Hounslow,Robbery,54,2009,1
Hounslow,Sexual Offences,0,2009,1
Hounslow,Theft and Handling,527,2009,1
Hounslow,Violence Against the Person,380,2009,1
Hounslow,Burglary,225,2009,2
Hounslow,Criminal Damage,203,2009,2
Hounslow,Drugs,148,2009,2
Hounslow,Fraud or Forgery,0,2009,2
Hounslow,Other Notifiable Offences,24,2009,2
Hounslow,Robbery,50,2009,2
Hounslow,Sexual Offences,0,2009,2
Hounslow,Theft and Handling,552,2009,2
Hounslow,Violence Against the Person,368,2009,2
Hounslow,Burglary,267,2009,3
Hounslow,Criminal Damage,225,2009,3
Hounslow,Drugs,110,2009,3
Hounslow,Fraud or Forgery,0,2009,3
Hounslow,Other Notifiable Offences,30,2009,3
Hounslow,Robbery,52,2009,3
Hounslow,Sexual Offences,0,2009,3
Hounslow,Theft and Handling,596,2009,3
Hounslow,Violence Against the Person,438,2009,3
Hounslow,Burglary,210,2009,4
Hounslow,Criminal Damage,245,2009,4
Hounslow,Drugs,86,2009,4
Hounslow,Fraud or Forgery,0,2009,4
Hounslow,Other Notifiable Offences,28,2009,4
Hounslow,Robbery,44,2009,4
Hounslow,Sexual Offences,0,2009,4
Hounslow,Theft and Handling,576,2009,4
Hounslow,Violence Against the Person,456,2009,4
Hounslow,Burglary,195,2009,5
Hounslow,Criminal Damage,278,2009,5
Hounslow,Drugs,152,2009,5
Hounslow,Fraud or Forgery,0,2009,5
Hounslow,Other Notifiable Offences,29,2009,5
Hounslow,Robbery,50,2009,5
Hounslow,Sexual Offences,0,2009,5
Hounslow,Theft and Handling,570,2009,5
Hounslow,Violence Against the Person,471,2009,5
Hounslow,Burglary,211,2009,6
Hounslow,Criminal Damage,260,2009,6
Hounslow,Drugs,113,2009,6
Hounslow,Fraud or Forgery,0,2009,6
Hounslow,Other Notifiable Offences,40,2009,6
Hounslow,Robbery,52,2009,6
Hounslow,Sexual Offences,0,2009,6
Hounslow,Theft and Handling,607,2009,6
Hounslow,Violence Against the Person,485,2009,6
Hounslow,Burglary,196,2009,7
Hounslow,Criminal Damage,227,2009,7
Hounslow,Drugs,167,2009,7
Hounslow,Fraud or Forgery,0,2009,7
Hounslow,Other Notifiable Offences,29,2009,7
Hounslow,Robbery,48,2009,7
Hounslow,Sexual Offences,0,2009,7
Hounslow,Theft and Handling,577,2009,7
Hounslow,Violence Against the Person,442,2009,7
Hounslow,Burglary,180,2009,8
Hounslow,Criminal Damage,251,2009,8
Hounslow,Drugs,168,2009,8
Hounslow,Fraud or Forgery,0,2009,8
Hounslow,Other Notifiable Offences,32,2009,8
Hounslow,Robbery,36,2009,8
Hounslow,Sexual Offences,0,2009,8
Hounslow,Theft and Handling,505,2009,8
Hounslow,Violence Against the Person,399,2009,8
Hounslow,Burglary,222,2009,9
Hounslow,Criminal Damage,234,2009,9
Hounslow,Drugs,133,2009,9
Hounslow,Fraud or Forgery,0,2009,9
Hounslow,Other Notifiable Offences,36,2009,9
Hounslow,Robbery,49,2009,9
Hounslow,Sexual Offences,0,2009,9
Hounslow,Theft and Handling,586,2009,9
Hounslow,Violence Against the Person,460,2009,9
Hounslow,Burglary,237,2009,10
Hounslow,Criminal Damage,217,2009,10
Hounslow,Drugs,166,2009,10
Hounslow,Fraud or Forgery,0,2009,10
Hounslow,Other Notifiable Offences,30,2009,10
Hounslow,Robbery,39,2009,10
Hounslow,Sexual Offences,0,2009,10
Hounslow,Theft and Handling,633,2009,10
Hounslow,Violence Against the Person,462,2009,10
Hounslow,Burglary,239,2009,11
Hounslow,Criminal Damage,230,2009,11
Hounslow,Drugs,162,2009,11
Hounslow,Fraud or Forgery,0,2009,11
Hounslow,Other Notifiable Offences,31,2009,11
Hounslow,Robbery,54,2009,11
Hounslow,Sexual Offences,0,2009,11
Hounslow,Theft and Handling,544,2009,11
Hounslow,Violence Against the Person,340,2009,11
Hounslow,Burglary,223,2009,12
Hounslow,Criminal Damage,190,2009,12
Hounslow,Drugs,98,2009,12
Hounslow,Fraud or Forgery,0,2009,12
Hounslow,Other Notifiable Offences,20,2009,12
Hounslow,Robbery,46,2009,12
Hounslow,Sexual Offences,0,2009,12
Hounslow,Theft and Handling,433,2009,12
Hounslow,Violence Against the Person,382,2009,12
Hounslow,Burglary,227,2010,1
Hounslow,Criminal Damage,194,2010,1
Hounslow,Drugs,144,2010,1
Hounslow,Fraud or Forgery,0,2010,1
Hounslow,Other Notifiable Offences,15,2010,1
Hounslow,Robbery,43,2010,1
Hounslow,Sexual Offences,0,2010,1
Hounslow,Theft and Handling,455,2010,1
Hounslow,Violence Against the Person,361,2010,1
Hounslow,Burglary,242,2010,2
Hounslow,Criminal Damage,152,2010,2
Hounslow,Drugs,151,2010,2
Hounslow,Fraud or Forgery,0,2010,2
Hounslow,Other Notifiable Offences,25,2010,2
Hounslow,Robbery,37,2010,2
Hounslow,Sexual Offences,0,2010,2
Hounslow,Theft and Handling,496,2010,2
Hounslow,Violence Against the Person,324,2010,2
Hounslow,Burglary,215,2010,3
Hounslow,Criminal Damage,221,2010,3
Hounslow,Drugs,135,2010,3
Hounslow,Fraud or Forgery,0,2010,3
Hounslow,Other Notifiable Offences,31,2010,3
Hounslow,Robbery,68,2010,3
Hounslow,Sexual Offences,0,2010,3
Hounslow,Theft and Handling,540,2010,3
Hounslow,Violence Against the Person,471,2010,3
Hounslow,Burglary,176,2010,4
Hounslow,Criminal Damage,218,2010,4
Hounslow,Drugs,144,2010,4
Hounslow,Fraud or Forgery,0,2010,4
