borough,major_category,num_crime,year,month
Bexley,Criminal Damage,134,2016,3
Bexley,Drugs,69,2016,3
Bexley,Fraud or Forgery,0,2016,3
Bexley,Other Notifiable Offences,25,2016,3
Bexley,Robbery,12,2016,3
Bexley,Sexual Offences,0,2016,3
Bexley,Theft and Handling,331,2016,3
Bexley,Violence Against the Person,400,2016,3
Bexley,Burglary,60,2016,4
Bexley,Criminal Damage,115,2016,4
Bexley,Drugs,57,2016,4
Bexley,Fraud or Forgery,0,2016,4
Bexley,Other Notifiable Offences,33,2016,4
Bexley,Robbery,20,2016,4
Bexley,Sexual Offences,0,2016,4
Bexley,Theft and Handling,322,2016,4
Bexley,Violence Against the Person,308,2016,4
Bexley,Burglary,57,2016,5
Bexley,Criminal Damage,131,2016,5
Bexley,Drugs,56,2016,5
Bexley,Fraud or Forgery,0,2016,5
Bexley,Other Notifiable Offences,28,2016,5
Bexley,Robbery,22,2016,5
Bexley,Sexual Offences,0,2016,5
Bexley,Theft and Handling,336,2016,5
Bexley,Violence Against the Person,368,2016,5
Bexley,Burglary,70,2016,6
Bexley,Criminal Damage,124,2016,6
Bexley,Drugs,35,2016,6
Bexley,Fraud or Forgery,0,2016,6
Bexley,Other Notifiable Offences,26,2016,6
Bexley,Robbery,11,2016,6
Bexley,Sexual Offences,0,2016,6
Bexley,Theft and Handling,390,2016,6
Bexley,Violence Against the Person,392,2016,6
Bexley,Burglary,85,2016,7
Bexley,Criminal Damage,147,2016,7
Bexley,Drugs,54,2016,7
Bexley,Fraud or Forgery,0,2016,7
Bexley,Other Notifiable Offences,17,2016,7
Bexley,Robbery,22,2016,7
Bexley,Sexual Offences,0,2016,7
Bexley,Theft and Handling,348,2016,7
Bexley,Violence Against the Person,420,2016,7
Bexley,Burglary,61,2016,8
Bexley,Criminal Damage,153,2016,8
Bexley,Drugs,44,2016,8
Bexley,Fraud or Forgery,0,2016,8
Bexley,Other Notifiable Offences,27,2016,8
Bexley,Robbery,16,2016,8
Bexley,Sexual Offences,0,2016,8
Bexley,Theft and Handling,355,2016,8
Bexley,Violence Against the Person,338,2016,8
Bexley,Burglary,87,2016,9
Bexley,Criminal Damage,145,2016,9
Bexley,Drugs,51,2016,9
Bexley,Fraud or Forgery,0,2016,9
Bexley,Other Notifiable Offences,34,2016,9
Bexley,Robbery,16,2016,9
Bexley,Sexual Offences,0,2016,9
Bexley,Theft and Handling,390,2016,9
Bexley,Violence Against the Person,383,2016,9
Bexley,Burglary,113,2016,10
Bexley,Criminal Damage,164,2016,10
Bexley,Drugs,65,2016,10
Bexley,Fraud or Forgery,0,2016,10
Bexley,Other Notifiable Offences,24,2016,10
Bexley,Robbery,18,2016,10
Bexley,Sexual Offences,0,2016,10
Bexley,Theft and Handling,359,2016,10
Bexley,Violence Against the Person,405,2016,10
Bexley,Burglary,137,2016,11
Bexley,Criminal Damage,155,2016,11
Bexley,Drugs,47,2016,11
Bexley,Fraud or Forgery,0,2016,11
Bexley,Other Notifiable Offences,21,2016,11
Bexley,Robbery,17,2016,11
Bexley,Sexual Offences,0,2016,11
Bexley,Theft and Handling,368,2016,11
Bexley,Violence Against the Person,407,2016,11
Bexley,Burglary,135,2016,12
Bexley,Criminal Damage,139,2016,12
Bexley,Drugs,44,2016,12
Bexley,Fraud or Forgery,0,2016,12
Bexley,Other Notifiable Offences,26,2016,12
Bexley,Robbery,21,2016,12
Bexley,Sexual Offences,0,2016,12
Bexley,Theft and Handling,423,2016,12
Bexley,Violence Against the Person,394,2016,12
Brent,Burglary,303,2008,1
Brent,Criminal Damage,204,2008,1
Brent,Drugs,247,2008,1
Brent,Fraud or Forgery,89,2008,1
Brent,Other Notifiable Offences,23,2008,1
Brent,Robbery,170,2008,1
Brent,Sexual Offences,15,2008,1
Brent,Theft and Handling,674,2008,1
Brent,Violence Against the Person,411,2008,1
Brent,Burglary,220,2008,2
Brent,Criminal Damage,200,2008,2
Brent,Drugs,215,2008,2
Brent,Fraud or Forgery,68,2008,2
Brent,Other Notifiable Offences,26,2008,2
Brent,Robbery,140,2008,2
Brent,Sexual Offences,24,2008,2
Brent,Theft and Handling,610,2008,2
Brent,Violence Against the Person,392,2008,2
Brent,Burglary,263,2008,3
Brent,Criminal Damage,211,2008,3
Brent,Drugs,287,2008,3
Brent,Fraud or Forgery,0,2008,3
Brent,Other Notifiable Offences,28,2008,3
Brent,Robbery,144,2008,3
Brent,Sexual Offences,0,2008,3
Brent,Theft and Handling,551,2008,3
Brent,Violence Against the Person,462,2008,3
Brent,Burglary,274,2008,4
Brent,Criminal Damage,187,2008,4
Brent,Drugs,154,2008,4
Brent,Fraud or Forgery,0,2008,4
Brent,Other Notifiable Offences,27,2008,4
Brent,Robbery,125,2008,4
Brent,Sexual Offences,0,2008,4
Brent,Theft and Handling,540,2008,4
Brent,Violence Against the Person,490,2008,4
Brent,Burglary,269,2008,5
Brent,Criminal Damage,204,2008,5
Brent,Drugs,226,2008,5
Brent,Fraud or Forgery,0,2008,5
Brent,Other Notifiable Offences,26,2008,5
Brent,Robbery,138,2008,5
Brent,Sexual Offences,0,2008,5
Brent,Theft and Handling,641,2008,5
Brent,Violence Against the Person,522,2008,5
Brent,Burglary,234,2008,6
Brent,Criminal Damage,216,2008,6
Brent,Drugs,199,2008,6
Brent,Fraud or Forgery,0,2008,6
Brent,Other Notifiable Offences,23,2008,6
Brent,Robbery,126,2008,6
Brent,Sexual Offences,0,2008,6
Brent,Theft and Handling,612,2008,6
Brent,Violence Against the Person,507,2008,6
Brent,Burglary,201,2008,7
Brent,Criminal Damage,209,2008,7
Brent,Drugs,297,2008,7
Brent,Fraud or Forgery,0,2008,7
Brent,Other Notifiable Offences,18,2008,7
Brent,Robbery,109,2008,7
Brent,Sexual Offences,0,2008,7
Brent,Theft and Handling,605,2008,7
Brent,Violence Against the Person,547,2008,7
Brent,Burglary,266,2008,8
Brent,Criminal Damage,249,2008,8
Brent,Drugs,212,2008,8
Brent,Fraud or Forgery,0,2008,8
Brent,Other Notifiable Offences,11,2008,8
Brent,Robbery,120,2008,8
Brent,Sexual Offences,0,2008,8
Brent,Theft and Handling,567,2008,8
Brent,Violence Against the Person,439,2008,8
Brent,Burglary,268,2008,9
Brent,Criminal Damage,212,2008,9
Brent,Drugs,198,2008,9
Brent,Fraud or Forgery,0,2008,9
Brent,Other Notifiable Offences,25,2008,9
Brent,Robbery,129,2008,9
Brent,Sexual Offences,0,2008,9
Brent,Theft and Handling,571,2008,9
Brent,Violence Against the Person,480,2008,9
Brent,Burglary,306,2008,10
Brent,Criminal Damage,224,2008,10
Brent,Drugs,275,2008,10
Brent,Fraud or Forgery,0,2008,10
Brent,Other Notifiable Offences,24,2008,10
Brent,Robbery,118,2008,10
Brent,Sexual Offences,0,2008,10
Brent,Theft and Handling,630,2008,10
Brent,Violence Against the Person,538,2008,10
Brent,Burglary,315,2008,11
Brent,Criminal Damage,206,2008,11
Brent,Drugs,299,2008,11
Brent,Fraud or Forgery,0,2008,11
Brent,Other Notifiable Offences,19,2008,11
Brent,Robbery,129,2008,11
Brent,Sexual Offences,0,2008,11
Brent,Theft and Handling,643,2008,11
Brent,Violence Against the Person,496,2008,11
Brent,Burglary,347,2008,12
Brent,Criminal Damage,182,2008,12
Brent,Drugs,204,2008,12
Brent,Fraud or Forgery,0,2008,12
Brent,Other Notifiable Offences,24,2008,12
Brent,Robbery,107,2008,12
Brent,Sexual Offences,0,2008,12
Brent,Theft and Handling,562,2008,12
Brent,Violence Against the Person,406,2008,12
Brent,Burglary,333,2009,1
Brent,Criminal Damage,191,2009,1
Brent,Drugs,184,2009,1
Brent,Fraud or Forgery,0,2009,1
Brent,Other Notifiable Offences,26,2009,1
Brent,Robbery,130,2009,1
Brent,Sexual Offences,0,2009,1
Brent,Theft and Handling,645,2009,1
Brent,Violence Against the Person,477,2009,1
Brent,Burglary,294,2009,2
Brent,Criminal Damage,186,2009,2
Brent,Drugs,234,2009,2
Brent,Fraud or Forgery,0,2009,2
Brent,Other Notifiable Offences,21,2009,2
Brent,Robbery,117,2009,2
Brent,Sexual Offences,0,2009,2
Brent,Theft and Handling,524,2009,2
Brent,Violence Against the Person,463,2009,2
Brent,Burglary,265,2009,3
Brent,Criminal Damage,251,2009,3
Brent,Drugs,235,2009,3
Brent,Fraud or Forgery,0,2009,3
Brent,Other Notifiable Offences,34,2009,3
Brent,Robbery,155,2009,3
Brent,Sexual Offences,0,2009,3
Brent,Theft and Handling,659,2009,3
Brent,Violence Against the Person,565,2009,3
Brent,Burglary,227,2009,4
Brent,Criminal Damage,230,2009,4
Brent,Drugs,197,2009,4
Brent,Fraud or Forgery,0,2009,4
Brent,Other Notifiable Offences,22,2009,4
Brent,Robbery,122,2009,4
Brent,Sexual Offences,0,2009,4
Brent,Theft and Handling,592,2009,4
Brent,Violence Against the Person,525,2009,4
Brent,Burglary,283,2009,5
Brent,Criminal Damage,292,2009,5
Brent,Drugs,149,2009,5
Brent,Fraud or Forgery,0,2009,5
Brent,Other Notifiable Offences,22,2009,5
Brent,Robbery,150,2009,5
Brent,Sexual Offences,0,2009,5
Brent,Theft and Handling,645,2009,5
Brent,Violence Against the Person,565,2009,5
Brent,Burglary,321,2009,6
Brent,Criminal Damage,232,2009,6
Brent,Drugs,210,2009,6
Brent,Fraud or Forgery,0,2009,6
Brent,Other Notifiable Offences,20,2009,6
Brent,Robbery,150,2009,6
Brent,Sexual Offences,0,2009,6
Brent,Theft and Handling,662,2009,6
Brent,Violence Against the Person,589,2009,6
Brent,Burglary,286,2009,7
Brent,Criminal Damage,208,2009,7
Brent,Drugs,232,2009,7
Brent,Fraud or Forgery,0,2009,7
Brent,Other Notifiable Offences,27,2009,7
Brent,Robbery,134,2009,7
Brent,Sexual Offences,0,2009,7
Brent,Theft and Handling,735,2009,7
Brent,Violence Against the Person,590,2009,7
Brent,Burglary,242,2009,8
Brent,Criminal Damage,235,2009,8
Brent,Drugs,174,2009,8
Brent,Fraud or Forgery,0,2009,8
Brent,Other Notifiable Offences,25,2009,8
Brent,Robbery,127,2009,8
Brent,Sexual Offences,0,2009,8
Brent,Theft and Handling,621,2009,8
Brent,Violence Against the Person,552,2009,8
Brent,Burglary,256,2009,9
Brent,Criminal Damage,214,2009,9
Brent,Drugs,173,2009,9
Brent,Fraud or Forgery,0,2009,9
Brent,Other Notifiable Offences,17,2009,9
Brent,Robbery,119,2009,9
Brent,Sexual Offences,0,2009,9
Brent,Theft and Handling,623,2009,9
Brent,Violence Against the Person,521,2009,9
Brent,Burglary,345,2009,10
Brent,Criminal Damage,221,2009,10
Brent,Drugs,218,2009,10
Brent,Fraud or Forgery,0,2009,10
Brent,Other Notifiable Offences,29,2009,10
Brent,Robbery,149,2009,10
Brent,Sexual Offences,0,2009,10
Brent,Theft and Handling,727,2009,10
Brent,Violence Against the Person,531,2009,10
Brent,Burglary,371,2009,11
Brent,Criminal Damage,211,2009,11
Brent,Drugs,350,2009,11
Brent,Fraud or Forgery,0,2009,11
Brent,Other Notifiable Offences,25,2009,11
Brent,Robbery,147,2009,11
Brent,Sexual Offences,0,2009,11
Brent,Theft and Handling,603,2009,11
Brent,Violence Against the Person,536,2009,11
Brent,Burglary,323,2009,12
Brent,Criminal Damage,176,2009,12
Brent,Drugs,223,2009,12
Brent,Fraud or Forgery,0,2009,12
Brent,Other Notifiable Offences,33,2009,12
Brent,Robbery,130,2009,12
Brent,Sexual Offences,0,2009,12
Brent,Theft and Handling,623,2009,12
Brent,Violence Against the Person,472,2009,12
Brent,Burglary,311,2010,1
Brent,Criminal Damage,165,2010,1
Brent,Drugs,220,2010,1
Brent,Fraud or Forgery,0,2010,1
Brent,Other Notifiable Offences,26,2010,1
Brent,Robbery,131,2010,1
Brent,Sexual Offences,0,2010,1
Brent,Theft and Handling,538,2010,1
Brent,Violence Against the Person,468,2010,1
Brent,Burglary,291,2010,2
Brent,Criminal Damage,166,2010,2
Brent,Drugs,212,2010,2
Brent,Fraud or Forgery,0,2010,2
Brent,Other Notifiable Offences,38,2010,2
Brent,Robbery,157,2010,2
Brent,Sexual Offences,0,2010,2
Brent,Theft and Handling,552,2010,2
Brent,Violence Against the Person,461,2010,2
Brent,Burglary,326,2010,3
Brent,Criminal Damage,218,2010,3
Brent,Drugs,235,2010,3
Brent,Fraud or Forgery,0,2010,3
Brent,Other Notifiable Offences,54,2010,3
Brent,Robbery,149,2010,3
Brent,Sexual Offences,0,2010,3
Brent,Theft and Handling,764,2010,3
Brent,Violence Against the Person,580,2010,3
Brent,Burglary,276,2010,4
Brent,Criminal Damage,225,2010,4
Brent,Drugs,229,2010,4
Brent,Fraud or Forgery,0,2010,4
Brent,Other Notifiable Offences,34,2010,4
Brent,Robbery,145,2010,4
Brent,Sexual Offences,0,2010,4
Brent,Theft and Handling,712,2010,4
Brent,Violence Against the Person,555,2010,4
Brent,Burglary,238,2010,5
Brent,Criminal Damage,222,2010,5
Brent,Drugs,233,2010,5
Brent,Fraud or Forgery,0,2010,5
Brent,Other Notifiable Offences,42,2010,5
Brent,Robbery,183,2010,5
Brent,Sexual Offences,0,2010,5
Brent,Theft and Handling,705,2010,5
Brent,Violence Against the Person,594,2010,5
Brent,Burglary,240,2010,6
Brent,Criminal Damage,219,2010,6
Brent,Drugs,169,2010,6
Brent,Fraud or Forgery,0,2010,6
Brent,Other Notifiable Offences,46,2010,6
Brent,Robbery,180,2010,6
Brent,Sexual Offences,0,2010,6
Brent,Theft and Handling,710,2010,6
Brent,Violence Against the Person,578,2010,6
Brent,Burglary,285,2010,7
Brent,Criminal Damage,262,2010,7
Brent,Drugs,285,2010,7
Brent,Fraud or Forgery,0,2010,7
Brent,Other Notifiable Offences,27,2010,7
Brent,Robbery,155,2010,7
Brent,Sexual Offences,0,2010,7
Brent,Theft and Handling,737,2010,7
Brent,Violence Against the Person,629,2010,7
Brent,Burglary,277,2010,8
Brent,Criminal Damage,226,2010,8
Brent,Drugs,331,2010,8
Brent,Fraud or Forgery,0,2010,8
Brent,Other Notifiable Offences,26,2010,8
Brent,Robbery,144,2010,8
Brent,Sexual Offences,0,2010,8
Brent,Theft and Handling,652,2010,8
Brent,Violence Against the Person,527,2010,8
Brent,Burglary,279,2010,9
Brent,Criminal Damage,174,2010,9
Brent,Drugs,238,2010,9
Brent,Fraud or Forgery,0,2010,9
Brent,Other Notifiable Offences,33,2010,9
Brent,Robbery,136,2010,9
Brent,Sexual Offences,0,2010,9
Brent,Theft and Handling,682,2010,9
Brent,Violence Against the Person,532,2010,9
Brent,Burglary,262,2010,10
Brent,Criminal Damage,179,2010,10
Brent,Drugs,307,2010,10
Brent,Fraud or Forgery,0,2010,10
Brent,Other Notifiable Offences,31,2010,10
Brent,Robbery,136,2010,10
Brent,Sexual Offences,0,2010,10
Brent,Theft and Handling,652,2010,10
Brent,Violence Against the Person,596,2010,10
Brent,Burglary,365,2010,11
Brent,Criminal Damage,205,2010,11
Brent,Drugs,274,2010,11
Brent,Fraud or Forgery,0,2010,11
Brent,Other Notifiable Offences,30,2010,11
Brent,Robbery,152,2010,11
Brent,Sexual Offences,0,2010,11
Brent,Theft and Handling,666,2010,11
Brent,Violence Against the Person,550,2010,11
Brent,Burglary,295,2010,12
Brent,Criminal Damage,157,2010,12
Brent,Drugs,247,2010,12
Brent,Fraud or Forgery,0,2010,12
Brent,Other Notifiable Offences,28,2010,12
Brent,Robbery,129,2010,12
Brent,Sexual Offences,0,2010,12
Brent,Theft and Handling,562,2010,12
Brent,Violence Against the Person,455,2010,12
Brent,Burglary,343,2011,1
Brent,Criminal Damage,194,2011,1
Brent,Drugs,278,2011,1
Brent,Fraud or Forgery,0,2011,1
Brent,Other Notifiable Offences,36,2011,1
Brent,Robbery,143,2011,1
Brent,Sexual Offences,0,2011,1
Brent,Theft and Handling,617,2011,1
Brent,Violence Against the Person,531,2011,1
Brent,Burglary,275,2011,2
Brent,Criminal Damage,195,2011,2
Brent,Drugs,335,2011,2
Brent,Fraud or Forgery,0,2011,2
Brent,Other Notifiable Offences,29,2011,2
Brent,Robbery,173,2011,2
Brent,Sexual Offences,0,2011,2
Brent,Theft and Handling,566,2011,2
Brent,Violence Against the Person,515,2011,2
Brent,Burglary,318,2011,3
Brent,Criminal Damage,167,2011,3
Brent,Drugs,332,2011,3
Brent,Fraud or Forgery,0,2011,3
Brent,Other Notifiable Offences,36,2011,3
Brent,Robbery,164,2011,3
Brent,Sexual Offences,0,2011,3
Brent,Theft and Handling,595,2011,3
Brent,Violence Against the Person,507,2011,3
Brent,Burglary,280,2011,4
Brent,Criminal Damage,222,2011,4
Brent,Drugs,299,2011,4
Brent,Fraud or Forgery,0,2011,4
Brent,Other Notifiable Offences,43,2011,4
Brent,Robbery,193,2011,4
Brent,Sexual Offences,0,2011,4
Brent,Theft and Handling,653,2011,4
Brent,Violence Against the Person,567,2011,4
Brent,Burglary,307,2011,5
Brent,Criminal Damage,188,2011,5
Brent,Drugs,477,2011,5
Brent,Fraud or Forgery,0,2011,5
Brent,Other Notifiable Offences,37,2011,5
Brent,Robbery,194,2011,5
Brent,Sexual Offences,0,2011,5
Brent,Theft and Handling,715,2011,5
Brent,Violence Against the Person,513,2011,5
Brent,Burglary,265,2011,6
Brent,Criminal Damage,190,2011,6
Brent,Drugs,332,2011,6
Brent,Fraud or Forgery,0,2011,6
Brent,Other Notifiable Offences,30,2011,6
Brent,Robbery,187,2011,6
Brent,Sexual Offences,0,2011,6
Brent,Theft and Handling,774,2011,6
Brent,Violence Against the Person,610,2011,6
Brent,Burglary,289,2011,7
Brent,Criminal Damage,202,2011,7
Brent,Drugs,397,2011,7
Brent,Fraud or Forgery,0,2011,7
Brent,Other Notifiable Offences,29,2011,7
Brent,Robbery,185,2011,7
Brent,Sexual Offences,0,2011,7
Brent,Theft and Handling,772,2011,7
Brent,Violence Against the Person,569,2011,7
Brent,Burglary,218,2011,8
Brent,Criminal Damage,202,2011,8
Brent,Drugs,358,2011,8
Brent,Fraud or Forgery,0,2011,8
Brent,Other Notifiable Offences,34,2011,8
Brent,Robbery,145,2011,8
Brent,Sexual Offences,0,2011,8
Brent,Theft and Handling,630,2011,8
Brent,Violence Against the Person,527,2011,8
Brent,Burglary,268,2011,9
Brent,Criminal Damage,188,2011,9
Brent,Drugs,299,2011,9
Brent,Fraud or Forgery,0,2011,9
Brent,Other Notifiable Offences,30,2011,9
Brent,Robbery,135,2011,9
Brent,Sexual Offences,0,2011,9
Brent,Theft and Handling,717,2011,9
Brent,Violence Against the Person,604,2011,9
Brent,Burglary,339,2011,10
Brent,Criminal Damage,214,2011,10
Brent,Drugs,349,2011,10
Brent,Fraud or Forgery,0,2011,10
Brent,Other Notifiable Offences,30,2011,10
Brent,Robbery,149,2011,10
Brent,Sexual Offences,0,2011,10
Brent,Theft and Handling,861,2011,10
Brent,Violence Against the Person,683,2011,10
Brent,Burglary,391,2011,11
Brent,Criminal Damage,177,2011,11
Brent,Drugs,342,2011,11
Brent,Fraud or Forgery,0,2011,11
Brent,Other Notifiable Offences,44,2011,11
Brent,Robbery,184,2011,11
Brent,Sexual Offences,0,2011,11
Brent,Theft and Handling,742,2011,11
Brent,Violence Against the Person,606,2011,11
Brent,Burglary,382,2011,12
Brent,Criminal Damage,162,2011,12
Brent,Drugs,244,2011,12
Brent,Fraud or Forgery,0,2011,12
Brent,Other Notifiable Offences,44,2011,12
Brent,Robbery,175,2011,12
Brent,Sexual Offences,0,2011,12
Brent,Theft and Handling,756,2011,12
Brent,Violence Against the Person,572,2011,12
Brent,Burglary,412,2012,1
Brent,Criminal Damage,187,2012,1
Brent,Drugs,350,2012,1
Brent,Fraud or Forgery,0,2012,1
Brent,Other Notifiable Offences,39,2012,1
Brent,Robbery,169,2012,1
Brent,Sexual Offences,0,2012,1
Brent,Theft and Handling,780,2012,1
Brent,Violence Against the Person,551,2012,1
Brent,Burglary,400,2012,2
Brent,Criminal Damage,189,2012,2
Brent,Drugs,268,2012,2
Brent,Fraud or Forgery,0,2012,2
Brent,Other Notifiable Offences,38,2012,2
Brent,Robbery,154,2012,2
Brent,Sexual Offences,0,2012,2
Brent,Theft and Handling,641,2012,2
Brent,Violence Against the Person,500,2012,2
Brent,Burglary,374,2012,3
Brent,Criminal Damage,171,2012,3
Brent,Drugs,332,2012,3
Brent,Fraud or Forgery,0,2012,3
Brent,Other Notifiable Offences,46,2012,3
Brent,Robbery,170,2012,3
Brent,Sexual Offences,0,2012,3
Brent,Theft and Handling,773,2012,3
Brent,Violence Against the Person,558,2012,3
Brent,Burglary,303,2012,4
Brent,Criminal Damage,203,2012,4
Brent,Drugs,227,2012,4
Brent,Fraud or Forgery,0,2012,4
Brent,Other Notifiable Offences,31,2012,4
Brent,Robbery,136,2012,4
Brent,Sexual Offences,0,2012,4
Brent,Theft and Handling,645,2012,4
Brent,Violence Against the Person,526,2012,4
Brent,Burglary,344,2012,5
Brent,Criminal Damage,198,2012,5
Brent,Drugs,239,2012,5
Brent,Fraud or Forgery,0,2012,5
Brent,Other Notifiable Offences,30,2012,5
Brent,Robbery,161,2012,5
Brent,Sexual Offences,0,2012,5
Brent,Theft and Handling,746,2012,5
Brent,Violence Against the Person,539,2012,5
Brent,Burglary,278,2012,6
Brent,Criminal Damage,177,2012,6
Brent,Drugs,238,2012,6
Brent,Fraud or Forgery,0,2012,6
Brent,Other Notifiable Offences,30,2012,6
Brent,Robbery,133,2012,6
Brent,Sexual Offences,0,2012,6
Brent,Theft and Handling,723,2012,6
Brent,Violence Against the Person,555,2012,6
Brent,Burglary,276,2012,7
Brent,Criminal Damage,159,2012,7
Brent,Drugs,337,2012,7
Brent,Fraud or Forgery,0,2012,7
Brent,Other Notifiable Offences,44,2012,7
Brent,Robbery,131,2012,7
Brent,Sexual Offences,0,2012,7
Brent,Theft and Handling,715,2012,7
Brent,Violence Against the Person,557,2012,7
Brent,Burglary,284,2012,8
Brent,Criminal Damage,193,2012,8
Brent,Drugs,297,2012,8
Brent,Fraud or Forgery,0,2012,8
Brent,Other Notifiable Offences,50,2012,8
Brent,Robbery,137,2012,8
Brent,Sexual Offences,0,2012,8
Brent,Theft and Handling,742,2012,8
Brent,Violence Against the Person,579,2012,8
Brent,Burglary,236,2012,9
Brent,Criminal Damage,175,2012,9
Brent,Drugs,269,2012,9
Brent,Fraud or Forgery,0,2012,9
Brent,Other Notifiable Offences,29,2012,9
Brent,Robbery,93,2012,9
Brent,Sexual Offences,0,2012,9
Brent,Theft and Handling,609,2012,9
Brent,Violence Against the Person,481,2012,9
Brent,Burglary,324,2012,10
Brent,Criminal Damage,174,2012,10
Brent,Drugs,236,2012,10
Brent,Fraud or Forgery,0,2012,10
Brent,Other Notifiable Offences,47,2012,10
Brent,Robbery,116,2012,10
Brent,Sexual Offences,0,2012,10
Brent,Theft and Handling,686,2012,10
Brent,Violence Against the Person,540,2012,10
Brent,Burglary,366,2012,11
Brent,Criminal Damage,188,2012,11
Brent,Drugs,378,2012,11
Brent,Fraud or Forgery,0,2012,11
Brent,Other Notifiable Offences,49,2012,11
Brent,Robbery,129,2012,11
Brent,Sexual Offences,0,2012,11
Brent,Theft and Handling,623,2012,11
Brent,Violence Against the Person,501,2012,11
Brent,Burglary,339,2012,12
Brent,Criminal Damage,147,2012,12
Brent,Drugs,257,2012,12
Brent,Fraud or Forgery,0,2012,12
Brent,Other Notifiable Offences,23,2012,12
Brent,Robbery,114,2012,12
Brent,Sexual Offences,0,2012,12
Brent,Theft and Handling,655,2012,12
Brent,Violence Against the Person,508,2012,12
Brent,Burglary,265,2013,1
Brent,Criminal Damage,169,2013,1
Brent,Drugs,366,2013,1
Brent,Fraud or Forgery,0,2013,1
Brent,Other Notifiable Offences,22,2013,1
Brent,Robbery,83,2013,1
Brent,Sexual Offences,0,2013,1
Brent,Theft and Handling,681,2013,1
Brent,Violence Against the Person,433,2013,1
Brent,Burglary,374,2013,2
Brent,Criminal Damage,154,2013,2
Brent,Drugs,273,2013,2
Brent,Fraud or Forgery,0,2013,2
Brent,Other Notifiable Offences,26,2013,2
Brent,Robbery,80,2013,2
Brent,Sexual Offences,0,2013,2
Brent,Theft and Handling,608,2013,2
Brent,Violence Against the Person,426,2013,2
Brent,Burglary,308,2013,3
Brent,Criminal Damage,135,2013,3
Brent,Drugs,302,2013,3
Brent,Fraud or Forgery,0,2013,3
Brent,Other Notifiable Offences,39,2013,3
Brent,Robbery,113,2013,3
Brent,Sexual Offences,0,2013,3
Brent,Theft and Handling,696,2013,3
Brent,Violence Against the Person,460,2013,3
Brent,Burglary,229,2013,4
Brent,Criminal Damage,162,2013,4
Brent,Drugs,202,2013,4
Brent,Fraud or Forgery,0,2013,4
Brent,Other Notifiable Offences,37,2013,4
Brent,Robbery,94,2013,4
Brent,Sexual Offences,0,2013,4
Brent,Theft and Handling,591,2013,4
Brent,Violence Against the Person,486,2013,4
Brent,Burglary,219,2013,5
Brent,Criminal Damage,156,2013,5
Brent,Drugs,282,2013,5
Brent,Fraud or Forgery,0,2013,5
Brent,Other Notifiable Offences,44,2013,5
Brent,Robbery,104,2013,5
Brent,Sexual Offences,0,2013,5
Brent,Theft and Handling,630,2013,5
Brent,Violence Against the Person,575,2013,5
Brent,Burglary,200,2013,6
Brent,Criminal Damage,178,2013,6
Brent,Drugs,257,2013,6
Brent,Fraud or Forgery,0,2013,6
Brent,Other Notifiable Offences,32,2013,6
Brent,Robbery,91,2013,6
Brent,Sexual Offences,0,2013,6
Brent,Theft and Handling,683,2013,6
Brent,Violence Against the Person,541,2013,6
Brent,Burglary,225,2013,7
Brent,Criminal Damage,203,2013,7
Brent,Drugs,219,2013,7
Brent,Fraud or Forgery,0,2013,7
Brent,Other Notifiable Offences,30,2013,7
Brent,Robbery,91,2013,7
Brent,Sexual Offences,0,2013,7
Brent,Theft and Handling,685,2013,7
Brent,Violence Against the Person,579,2013,7
Brent,Burglary,215,2013,8
Brent,Criminal Damage,177,2013,8
Brent,Drugs,278,2013,8
Brent,Fraud or Forgery,0,2013,8
Brent,Other Notifiable Offences,37,2013,8
Brent,Robbery,130,2013,8
Brent,Sexual Offences,0,2013,8
Brent,Theft and Handling,580,2013,8
Brent,Violence Against the Person,490,2013,8
Brent,Burglary,213,2013,9
Brent,Criminal Damage,173,2013,9
Brent,Drugs,306,2013,9
Brent,Fraud or Forgery,0,2013,9
Brent,Other Notifiable Offences,36,2013,9
Brent,Robbery,110,2013,9
Brent,Sexual Offences,0,2013,9
Brent,Theft and Handling,612,2013,9
Brent,Violence Against the Person,457,2013,9
Brent,Burglary,225,2013,10
Brent,Criminal Damage,164,2013,10
Brent,Drugs,297,2013,10
Brent,Fraud or Forgery,0,2013,10
Brent,Other Notifiable Offences,39,2013,10
Brent,Robbery,95,2013,10
Brent,Sexual Offences,0,2013,10
Brent,Theft and Handling,674,2013,10
Brent,Violence Against the Person,563,2013,10
Brent,Burglary,303,2013,11
Brent,Criminal Damage,171,2013,11
Brent,Drugs,328,2013,11
Brent,Fraud or Forgery,0,2013,11
Brent,Other Notifiable Offences,44,2013,11
Brent,Robbery,83,2013,11
Brent,Sexual Offences,0,2013,11
Brent,Theft and Handling,679,2013,11
Brent,Violence Against the Person,527,2013,11
Brent,Burglary,308,2013,12
Brent,Criminal Damage,152,2013,12
Brent,Drugs,231,2013,12
Brent,Fraud or Forgery,0,2013,12
Brent,Other Notifiable Offences,38,2013,12
Brent,Robbery,69,2013,12
Brent,Sexual Offences,0,2013,12
Brent,Theft and Handling,657,2013,12
Brent,Violence Against the Person,460,2013,12
Brent,Burglary,299,2014,1
Brent,Criminal Damage,159,2014,1
Brent,Drugs,324,2014,1
Brent,Fraud or Forgery,0,2014,1
Brent,Other Notifiable Offences,30,2014,1
Brent,Robbery,77,2014,1
Brent,Sexual Offences,0,2014,1
